EmployeeID,FirstName,LastName,Email,Department,JobTitle,HireDate,Salary,Location,Manager,Status
1244,Willie,Daniels,w.daniels@company.com,Human Resources,Senior HR Generalist,2021-03-17,76000,New York,5004,Active
1245,Tammy,Mendoza,t.mendoza@company.com,Engineering,Senior QA Lead,2018-08-29,86000,San Francisco,5001,Active
1246,Andrea,Elliott,a.elliott@company.com,Sales,Senior Sales Operations Analyst,2020-02-14,77000,Chicago,5003,Active
1247,Randy,Fowler,r.fowler@company.com,Customer Support,Senior Technical Support Engineer,2019-06-05,74000,Austin,5006,Active
1248,Brenda,Burgess,b.burgess@company.com,Finance,Senior Tax Manager,2020-09-21,92000,Boston,5005,Active
1249,Phillip,Bowen,p.bowen@company.com,Engineering,Senior Infrastructure Engineer,2017-03-08,98000,Seattle,5001,Active
1250,Sara,Bradley,s.bradley@company.com,Marketing,Senior Product Marketing Lead,2019-11-26,89000,Los Angeles,5002,Active
1251,Johnny,Carr,j.carr@company.com,Sales,Senior Solutions Engineer,2021-05-13,90000,Chicago,5003,Active
1252,Catherine,Williamson,c.williamson@company.com,Human Resources,Senior Recruiter,2018-12-08,71000,New York,5004,Active
1253,Sean,George,s.george@company.com,Engineering,Senior Database Engineer,2020-04-25,93000,San Francisco,5001,Active
1254,Christine,Pearson,c.pearson@company.com,Finance,Senior Treasury Manager,2019-08-17,91000,Boston,5005,Active
1255,Earl,Fernandez,e.fernandez@company.com,Customer Support,Senior Support Manager,2020-11-30,82000,Austin,5006,Active
1256,Marie,Lawson,m.lawson@company.com,Marketing,Senior Demand Gen Manager,2017-09-12,88000,Los Angeles,5002,Active
1257,Ernest,Knight,e.knight@company.com,Sales,Senior Territory Manager,2019-02-26,85000,Chicago,5003,Active
1258,Willie,Richards,w.richards@company.com,Engineering,Senior Site Reliability Engineer,2021-06-10,96000,Seattle,5001,Active
1259,Eugene,Murphy,e.murphy@company.com,Finance,Senior Audit Manager,2018-10-22,87000,Boston,5005,Active
1260,Teresa,Armstrong,t.armstrong@company.com,Human Resources,Senior Benefits Manager,2020-03-06,83000,New York,5004,Active
1261,Evelyn,Ferguson,e.ferguson@company.com,Engineering,Senior Security Architect,2019-07-29,104000,San Francisco,5001,Active
1262,Arthur,Little,a.little@company.com,Marketing,Senior Marketing Analyst,2020-12-15,78000,Los Angeles,5002,Active
1263,Theresa,Pierce,t.pierce@company.com,Sales,Senior Account Manager,2017-06-01,87000,Chicago,5003,Active
1264,Joe,Meyer,j.meyer@company.com,Customer Support,Senior Client Services Lead,2019-01-13,77000,Austin,5006,Active
1265,Frances,Boyd,f.boyd@company.com,Engineering,Senior Mobile Engineer,2021-04-28,92000,Seattle,5001,Active
1266,Janice,Russell,j.russell@company.com,Finance,Senior Cost Analyst,2018-09-07,76000,Boston,5005,Active
1267,Gloria,Griffin,g.griffin@company.com,Marketing,Senior Communications Lead,2020-02-20,81000,Los Angeles,5002,Active
1268,Albert,Diaz,a.diaz@company.com,Human Resources,Senior HRIS Manager,2019-06-14,84000,New York,5004,Active
1269,Walter,Hayes,w.hayes@company.com,Engineering,Senior Integration Architect,2020-10-01,99000,San Francisco,5001,Active
1270,Judith,Ford,j.ford@company.com,Sales,Senior Partner Manager,2017-12-19,90000,Chicago,5003,Active
1271,Terry,Hamilton,t.hamilton@company.com,Customer Support,Senior Training Specialist,2019-05-07,72000,Austin,5006,Active
1272,Harold,Graham,h.graham@company.com,Finance,Senior Revenue Manager,2021-01-22,89000,Boston,5005,Active
1273,Judith,Sullivan,j.sullivan@company.com,Engineering,Senior DevSecOps Lead,2018-07-16,97000,Seattle,5001,Active
1274,Cheryl,Wallace,c.wallace@company.com,Marketing,Senior Growth Manager,2020-04-03,86000,Los Angeles,5002,Active
1275,Gerald,Woods,g.woods@company.com,Sales,Senior Renewals Manager,2019-09-28,84000,Chicago,5003,Active
1276,Ralph,West,r.west@company.com,Human Resources,Senior Talent Manager,2020-11-16,82000,New York,5004,Active
1277,Doris,Cole,d.cole@company.com,Engineering,Senior Network Architect,2017-04-29,100000,San Francisco,5001,Active
1278,Mildred,Jordan,m.jordan@company.com,Finance,Senior FP&A Manager,2019-10-11,93000,Boston,5005,Active
1279,Lawrence,Owens,l.owens@company.com,Customer Support,Senior Solutions Architect,2021-02-26,88000,Austin,5006,Active
1280,Annie,Reynolds,a.reynolds@company.com,Marketing,Senior Events Manager,2018-08-14,79000,Los Angeles,5002,Active
1281,Nicholas,Fisher,n.fisher@company.com,Sales,Senior Channel Director,2020-01-07,95000,Chicago,5003,Active
1282,Lois,Ellis,l.ellis@company.com,Engineering,Senior Test Engineer,2019-05-31,85000,Seattle,5001,Active
1283,Irene,Harrison,i.harrison@company.com,Finance,Senior Compliance Manager,2020-09-18,90000,Boston,5005,Active
1284,Catherine,Gibson,c.gibson@company.com,Human Resources,Senior Learning Manager,2017-11-04,86000,New York,5004,Active
1285,Samuel,Mcdonald,s.mcdonald@company.com,Engineering,Senior API Architect,2019-03-21,101000,San Francisco,5001,Active
1286,Diana,Cruz,d.cruz@company.com,Marketing,Senior Lifecycle Manager,2021-07-05,84000,Los Angeles,5002,Active
1287,Roger,Marshall,r.marshall@company.com,Sales,Senior Sales Director,2018-12-23,109000,Chicago,5003,Active
1288,Judith,Ortiz,j.ortiz@company.com,Customer Support,Senior Escalation Manager,2020-05-15,80000,Austin,5006,Active
1289,Gerald,Gomez,g.gomez@company.com,Engineering,Senior Build Manager,2019-08-30,89000,Seattle,5001,Active
1290,Kathryn,Murray,k.murray@company.com,Finance,Senior Accounting Manager,2020-12-06,88000,Boston,5005,Active
1291,Joan,Freeman,j.freeman@company.com,Marketing,Senior Field Marketer,2017-05-22,83000,Los Angeles,5002,Active
1292,Carl,Wells,c.wells@company.com,Human Resources,Senior Diversity Lead,2019-01-16,87000,New York,5004,Active
1293,Peter,Webb,p.webb@company.com,Engineering,Senior Performance Architect,2021-06-29,102000,San Francisco,5001,Active
1294,Rose,Simpson,r.simpson@company.com,Sales,Senior Enterprise Manager,2018-11-10,96000,Chicago,5003,Active
1295,Louis,Stevens,l.stevens@company.com,Customer Support,Senior Implementation Director,2020-03-28,92000,Austin,5006,Active
1296,Beverly,Tucker,b.tucker@company.com,Finance,Senior Investment Director,2019-07-12,99000,Boston,5005,Active
1297,Phillip,Porter,p.porter@company.com,Engineering,Senior Systems Lead,2020-10-24,95000,Seattle,5001,Active
1298,Jean,Hunter,j.hunter@company.com,Marketing,Senior Partnerships Lead,2017-08-08,85000,Los Angeles,5002,Active
1299,Jack,Hicks,j.hicks@company.com,Sales,Senior Global Sales Manager,2019-12-01,98000,Chicago,5003,Active
1300,Jane,Crawford,j.crawford@company.com,Human Resources,Senior People Manager,2021-04-19,86000,New York,5004,Active
1301,Larry,Henry,l.henry@company.com,Engineering,Senior Automation Architect,2018-06-27,99000,San Francisco,5001,Active
1302,Helen,Boyd,h.boyd@company.com,Finance,Senior Procurement Manager,2020-02-11,85000,Boston,5005,Active
1303,Donald,Mason,d.mason@company.com,Marketing,Senior Analytics Director,2019-09-04,94000,Los Angeles,5002,Active
1304,Sandra,Morales,s.morales@company.com,Sales,Senior Sales Enablement Lead,2020-11-20,87000,Chicago,5003,Active
1305,Kenneth,Kennedy,k.kennedy@company.com,Customer Support,Senior Customer Advocate Lead,2017-07-03,78000,Austin,5006,Active
1306,Betty,Warren,b.warren@company.com,Engineering,Senior Deployment Manager,2019-02-18,90000,Seattle,5001,Active
1307,Paul,Dixon,p.dixon@company.com,Finance,Senior Capital Manager,2021-05-25,92000,Boston,5005,Active
1308,Karen,Ramos,k.ramos@company.com,Human Resources,Senior Change Manager,2018-10-08,88000,New York,5004,Active
1309,Mark,Reyes,m.reyes@company.com,Engineering,Senior Research Engineer,2020-04-12,105000,San Francisco,5001,Active
1310,Lisa,Burns,l.burns@company.com,Marketing,Senior Marketing Director,2019-08-26,102000,Los Angeles,5002,Active
1311,Steven,Gordon,s.gordon@company.com,Sales,Senior Alliance Director,2020-12-30,100000,Chicago,5003,Active
1312,Sharon,Silva,s.silva@company.com,Customer Support,Senior Account Director,2017-09-21,91000,Austin,5006,Active
1313,Nancy,Hopkins,n.hopkins@company.com,Engineering,Senior Principal Engineer,2019-06-03,117000,Seattle,5001,Active
1314,Betty,Chavez,b.chavez@company.com,Finance,Senior Portfolio Director,2021-01-16,98000,Boston,5005,Active
1315,Dorothy,Castillo,d.castillo@company.com,Marketing,Senior Brand Director,2018-05-30,96000,Los Angeles,5002,Active
1316,Sandra,Oliver,s.oliver@company.com,Human Resources,Senior HR Director,2020-09-14,104000,New York,5004,Active
1317,Ashley,Jacobs,a.jacobs@company.com,Engineering,Senior Technical Director,2019-11-27,110000,San Francisco,5001,Active
1318,Kimberly,Chapman,k.chapman@company.com,Sales,Senior Strategic Sales Lead,2020-07-10,97000,Chicago,5003,Active
1319,Donna,Hunt,d.hunt@company.com,Customer Support,Senior Services Director,2017-10-26,93000,Austin,5006,Active
1320,Emily,Palmer,e.palmer@company.com,Finance,Senior Finance Director,2019-04-09,101000,Boston,5005,Active
1321,Carol,Robertson,c.robertson@company.com,Engineering,Director of Software Development,2021-08-22,112000,San Francisco,5001,Active
1322,Michelle,Lowe,m.lowe@company.com,Marketing,Director of Marketing Operations,2018-03-17,99000,Los Angeles,5002,Active
1323,Amanda,Garza,a.garza@company.com,Sales,Director of Business Development,2020-06-30,105000,Chicago,5003,Active
1324,Melissa,Gardner,m.gardner@company.com,Human Resources,Director of Talent Management,2019-10-23,97000,New York,5004,Active
1325,Deborah,Greene,d.greene@company.com,Engineering,Director of Engineering Excellence,2020-05-16,108000,Seattle,5001,Active
1326,Stephanie,Burke,s.burke@company.com,Finance,Director of Corporate Finance,2017-12-02,103000,Boston,5005,Active
1327,Rebecca,Daniels,r.daniels@company.com,Customer Support,Director of Customer Operations,2019-07-15,95000,Austin,5006,Active
1328,Laura,Mendoza,l.mendoza@company.com,Marketing,Director of Brand Strategy,2021-03-01,98000,Los Angeles,5002,Active
1329,Sharon,Elliott,s.elliott@company.com,Sales,Director of Sales Operations,2018-09-18,96000,Chicago,5003,Active
1330,Cynthia,Fowler,c.fowler@company.com,Engineering,Director of Platform Engineering,2020-01-24,107000,San Francisco,5001,Active
1331,Kathleen,Burgess,k.burgess@company.com,Finance,Director of Financial Systems,2019-05-08,94000,Boston,5005,Active
1332,Amy,Bowen,a.bowen@company.com,Human Resources,Director of Employee Relations,2020-10-13,91000,New York,5004,Active
1333,Shirley,Bradley,s.bradley@company.com,Marketing,Director of Customer Marketing,2017-06-26,93000,Los Angeles,5002,Active
1334,Angela,Carr,a.carr@company.com,Sales,Director of Channel Strategy,2019-11-09,99000,Chicago,5003,Active
1335,Helen,Williamson,h.williamson@company.com,Engineering,Director of Data Science,2021-04-22,113000,Seattle,5001,Active
1336,Anna,George,a.george@company.com,Customer Support,Director of Support Services,2018-08-05,89000,Austin,5006,Active
1337,Brenda,Pearson,b.pearson@company.com,Finance,Director of Risk Management,2020-02-17,97000,Boston,5005,Active
1338,Pamela,Fernandez,p.fernandez@company.com,Marketing,Director of Communications,2019-07-01,92000,Los Angeles,5002,Active
1339,Nicole,Lawson,n.lawson@company.com,Human Resources,Director of Compensation,2020-11-14,96000,New York,5004,Active
1340,Katherine,Knight,k.knight@company.com,Engineering,Director of Infrastructure,2017-04-08,106000,San Francisco,5001,Active
1341,Samantha,Richards,s.richards@company.com,Sales,Director of Enterprise Sales,2019-09-21,108000,Chicago,5003,Active
1342,Christine,Murphy,c.murphy@company.com,Customer Support,Director of Client Success,2021-01-05,94000,Austin,5006,Active
1343,Debra,Armstrong,d.armstrong@company.com,Finance,Director of Treasury,2018-05-19,98000,Boston,5005,Active
1344,Rachel,Ferguson,r.ferguson@company.com,Engineering,Director of Quality Engineering,2020-09-02,101000,Seattle,5001,Active
1345,Catherine,Little,c.little@company.com,Marketing,Director of Product Marketing,2019-12-16,99000,Los Angeles,5002,Active
1346,Carolyn,Pierce,c.pierce@company.com,Sales,Director of Strategic Accounts,2020-06-28,104000,Chicago,5003,Active
1347,Janet,Meyer,j.meyer@company.com,Human Resources,Director of Learning,2017-11-11,90000,New York,5004,Active
1348,Maria,Boyd,m.boyd@company.com,Engineering,Director of Security,2019-03-25,109000,San Francisco,5001,Active
1349,Heather,Russell,h.russell@company.com,Finance,Director of Planning,2021-07-18,95000,Boston,5005,Active
1350,Diane,Griffin,d.griffin@company.com,Customer Support,Director of Implementation,2018-12-01,91000,Austin,5006,Active
5001,Robert,Thompson,r.thompson@company.com,Executive,VP Engineering,2015-01-10,165000,San Francisco,CEO,Active
5002,Patricia,Anderson,p.anderson@company.com,Executive,VP Marketing,2015-03-15,160000,Los Angeles,CEO,Active
5003,Michael,Williams,m.williams@company.com,Executive,VP Sales,2015-02-20,170000,Chicago,CEO,Active
5004,Linda,Martinez,l.martinez@company.com,Executive,VP Human Resources,2015-04-05,155000,New York,CEO,Active
5005,William,Garcia,w.garcia@company.com,Executive,VP Finance,2015-01-25,175000,Boston,CEO,Active
5006,Elizabeth,Rodriguez,e.rodriguez@company.com,Executive,VP Customer Success,2015-05-12,150000,Austin,CEO,Active
